name,orf,desc,introns,status,sgd,extra,chr_loc,start,stop,orf_start,orf_stop
DRS2,YAL026C,"Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease",[],Verified ORF,S000000024,reverse complement,1.0,99697.0,95630.0,99783.0,95490.0
SAW1,YAL027W,5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,[],Verified ORF,S000000025,[],1.0,94687.0,95472.0,94606.0,95542.0
FRT2,YAL028W,"Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication",[],Verified ORF,S000000026,[],1.0,92900.0,94486.0,92836.0,94529.0
MYO4,YAL029C,"Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication",[],Verified ORF,S000000027,reverse complement,1.0,92270.0,87855.0,92522.0,87794.0
SNC1,YAL030W,"Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication",[87387 87501],Verified ORF,S000000028,intron sequence removed,1.0,87286.0,87752.0,87264.0,87867.0
GIP4,YAL031C,Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate,[],Verified ORF,S000000029,reverse complement,1.0,87031.0,84749.0,87078.0,84664.0
PRP45,YAL032C,Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene,[],Verified ORF,S000000030,reverse complement,1.0,84474.0,83335.0,84494.0,83204.0
POP5,YAL033W,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs",[],Verified ORF,S000000031,[],1.0,82706.0,83227.0,82701.0,83299.0
FUN19,YAL034C,"Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication",[],Verified ORF,S000002134,reverse complement,1.0,81951.0,80710.0,82585.0,80608.0
FUN12,YAL035W,Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2,[],Verified ORF,S000000033,[],1.0,76427.0,79435.0,76401.0,79561.0
RBG1,YAL036C,"Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid",[],Verified ORF,S000000034,reverse complement,1.0,76152.0,75043.0,76184.0,74965.0
YAL037W,YAL037W,"Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication",[],Uncharacterized ORF,S000000035,[],1.0,74020.0,74823.0,73453.0,76400.0
CDC19,YAL038W,"Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication",[],Verified ORF,S000000036,[],1.0,71786.0,73288.0,71759.0,73452.0
CYC3,YAL039C,"Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant",[],Verified ORF,S000000037,reverse complement,1.0,69525.0,68716.0,69581.0,68649.0
CLN3,YAL040C,"G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1",[],Verified ORF,S000000038,reverse complement,1.0,67520.0,65778.0,67844.0,65601.0
CDC24,YAL041W,"Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42",[],Verified ORF,S000000039,[],1.0,62840.0,65404.0,62776.0,65463.0
ERV46,YAL042W,Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport,[],Verified ORF,S000000040,[],1.0,61316.0,62563.0,61294.0,62654.0
PTA1,YAL043C,"Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII",[],Verified ORF,S000000041,reverse complement,1.0,61052.0,58695.0,61072.0,58619.0
GCV3,YAL044C,"H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF",[],Verified ORF,S000000042,reverse complement,1.0,58462.0,57950.0,58471.0,57868.0
YAL045C,YAL045C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A",[],Dubious ORF,S000000043,reverse complement,1.0,57796.0,57488.0,,
BOL3,YAL046C,"Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)",[],Verified ORF,S000000044,reverse complement,1.0,57385.0,57029.0,57415.0,56907.0
SPC72,YAL047C,"Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase",[],Verified ORF,S000000045,reverse complement,1.0,56857.0,54989.0,56886.0,54934.0
GEM1,YAL048C,"Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases",[],Verified ORF,S000000046,reverse complement,1.0,54789.0,52801.0,54790.0,51726.0
AIM2,YAL049C,Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor,[],Verified ORF,S000000047,reverse complement,1.0,52595.0,51855.0,52661.0,51726.0
OAF1,YAL051W,"Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication",[],Verified ORF,S000000048,[],1.0,48564.0,51707.0,48534.0,51787.0
FLC2,YAL053W,"Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication",[],Verified ORF,S000000049,[],1.0,45899.0,48250.0,45759.0,48322.0
ACS1,YAL054C,"Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions",[],Verified ORF,S000000050,reverse complement,1.0,45022.0,42881.0,45068.0,43548.0
PEX22,YAL055W,Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation,[],Verified ORF,S000000051,[],1.0,42177.0,42719.0,42170.0,42801.0
GPB2,YAL056W,"Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication",[],Verified ORF,S000000052,[],1.0,39259.0,41901.0,39212.0,41999.0
CNE1,YAL058W,"Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast",[],Verified ORF,S000000054,[],1.0,37464.0,38972.0,37415.0,39163.0
ECM1,YAL059W,Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm,[],Verified ORF,S000000055,[],1.0,36509.0,37147.0,36507.0,37332.0
BDH1,YAL060W,"NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source",[],Verified ORF,S000000056,[],1.0,35155.0,36303.0,35107.0,36387.0
BDH2,YAL061W,Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3,[],Uncharacterized ORF,S000000057,[],1.0,33448.0,34701.0,33359.0,34917.0
GDH3,YAL062W,"NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication",[],Verified ORF,S000000058,[],1.0,31567.0,32940.0,31529.0,33015.0
FLO9,YAL063C,Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation,[],Verified ORF,S000000059,reverse complement,1.0,27968.0,24000.0,,
YAL064W,YAL064W,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments",[],Verified ORF,S000000060,[],1.0,21566.0,21850.0,,
YAL065C,YAL065C,Putative protein of unknown function; shows sequence similarity to FLO1 and other flocculins,[],Uncharacterized ORF,S000001817,reverse complement,1.0,11951.0,11565.0,,
YAL066W,YAL066W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000000061,[],1.0,10091.0,10399.0,,
SEO1,YAL067C,Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide,[],Verified ORF,S000000062,reverse complement,1.0,9016.0,7235.0,9260.0,7276.0
PAU8,YAL068C,Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions,[],Verified ORF,S000002142,reverse complement,1.0,2169.0,1807.0,,
YAL069W,YAL069W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000002143,[],1.0,335.0,649.0,,
NUP60,YAR002W,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153,[],Verified ORF,S000000063,[],1.0,152257.0,153876.0,152215.0,153970.0
SWD1,YAR003W,Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7,[],Verified ORF,S000000064,[],1.0,155005.0,156285.0,154920.0,156780.0
RFA1,YAR007C,"Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia",[],Verified ORF,S000000065,reverse complement,1.0,158619.0,156754.0,158682.0,156681.0
SEN34,YAR008W,"Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease",[],Verified ORF,S000000066,[],1.0,158966.0,159793.0,158872.0,159890.0
YAR009C,YAR009C,"Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins, Pol is cleaved to produce protease, reverse transcriptase and integrase activities; in YARCTy1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress",[], transposable element gene,S000000067,reverse complement,1.0,164187.0,160597.0,,
YAR010C,YAR010C,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional,[], transposable element gene,S000000068,reverse complement,1.0,165866.0,164544.0,,
BUD14,YAR014C,"Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress",[],Verified ORF,S000000069,reverse complement,1.0,168871.0,166742.0,169021.0,166565.0
ADE1,YAR015W,N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress,[],Verified ORF,S000000070,[],1.0,169375.0,170295.0,169277.0,170390.0
KIN3,YAR018C,Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol,[],Verified ORF,S000000071,reverse complement,1.0,171703.0,170396.0,171719.0,170285.0
CDC15,YAR019C,Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress,[],Verified ORF,S000000072,reverse complement,1.0,175135.0,172211.0,175181.0,172165.0
PAU7,YAR020C,"Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme",[],Verified ORF,S000000073,reverse complement,1.0,177023.0,176856.0,,
YAR023C,YAR023C,Putative integral membrane protein; member of DUP240 gene family,[],Uncharacterized ORF,S000000074,reverse complement,1.0,179820.0,179281.0,180697.0,179245.0
UIP3,YAR027W,Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family,[],Verified ORF,S000000075,[],1.0,183770.0,184477.0,183671.0,184655.0
YAR028W,YAR028W,Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,[],Uncharacterized ORF,S000000076,[],1.0,184892.0,185596.0,184848.0,185794.0
YAR029W,YAR029W,Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern,[],Uncharacterized ORF,S000000077,[],1.0,186321.0,186545.0,184853.0,186786.0
YAR030C,YAR030C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9",[],Dubious ORF,S000001821,reverse complement,1.0,186853.0,186512.0,,
PRM9,YAR031W,"Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication",[],Verified ORF,S000000078,[],1.0,186836.0,187732.0,,
MST28,YAR033W,"Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication",[],Verified ORF,S000000079,[],1.0,188107.0,188811.0,188051.0,188904.0
YAT1,YAR035W,Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated,[],Verified ORF,S000000080,[],1.0,190193.0,192256.0,190149.0,192360.0
SWH1,YAR042W,"Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication",[],Verified ORF,S000000081,[],1.0,192619.0,196185.0,192583.0,196349.0
[],[],[],[],[],[],[],,,,,
YAR047C,YAR047C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000000083,reverse complement,1.0,201787.0,201467.0,,
FLO1,YAR050W,"Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication",[],Verified ORF,S000000084,[],1.0,203403.0,208016.0,,
YAR053W,YAR053W,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data",[],Dubious ORF,S000000085,[],1.0,208367.0,208663.0,,
YAR060C,YAR060C,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication",[],Dubious ORF,S000000086,reverse complement,1.0,217492.0,217157.0,,
YAR061W,YAR061W,"Pseudogenic fragment with similarity to flocculins; YAR061W has a paralog, YHR212W-A, that arose from a segmental duplication",[], pseudogene,S000000087,[],1.0,218140.0,218343.0,,
YAR062W,YAR062W,"Pseudogenic fragment with similarity to flocculins; YAR062W has been merged into YAR061W; this region has a paralog, YHR213W, that arose from a segmental duplication",[], pseudogene,S000000088,[],1.0,218549.0,219145.0,,
YAR064W,YAR064W,"Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication",[],Uncharacterized ORF,S000000089,[],1.0,220198.0,220497.0,,
YAR066W,YAR066W,"Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication",[],Uncharacterized ORF,S000002144,[],1.0,221049.0,221660.0,,
YAR068W,YAR068W,"Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication",[],Uncharacterized ORF,S000000091,[],1.0,222406.0,222891.0,,
YAR069C,YAR069C,"Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication",[],Dubious ORF,S000000092,reverse complement,1.0,224304.0,224011.0,,
